time,experiment,mean ocean surface pH,surface air temperature (degrees C),temperature (C),_surT (ice-free) (C),_benT (C) [> 2000 m],_surT (C),global POC flux (mol yr-1),global POC density (mol m-2 yr-1),global POC DOM fraction,mean annual SW flux at surface (W m-2),global total PO4 (mol),global mean PO4 (mol kg-1),surface (ice-free) PO4 (mol kg-1),benthic [> 2000 m] PO4 (mol kg-1),surface PO4 (mol kg-1),global pCO2 (mol),global pCO2 (atm),global total DIC_13C (mol),global DIC_13C (o/oo),surface (ice-free) DIC_13C (o/oo),benthic [> 2000 m] DIC_13C (o/oo),surface DIC_13C (o/oo),surface - benthic DIC_13C (o/oo),label
54.5,EXP4,7.425792,23.587048,10.745023,26.899,8.944912,26.899,450483800000000,1.195171,0.745,248.269,286415556426e4,2.15767e-6,2.15384e-7,2.19882e-6,2.15384e-7,285188099839e6,0.00161196,297503771599e5,-0.172,-2.652,0.177,-2.652,-2.829,fixed T
55.5,EXP4,7.425887,23.631751,10.753774,26.939133000000002,8.943192,26.939133000000002,448351700000000,1.189514,0.745,248.269,286419097994e4,2.15769e-6,2.14177e-7,2.19783e-6,2.14177e-7,285153479893e6,0.00161177,297506890472e5,-0.176,-2.63,0.172,-2.63,-2.802,fixed T
56.5,EXP4,7.426001,23.674876,10.762357,26.977882,8.941612,26.977882,446913100000000,1.185697,0.745,248.269,286422659147e4,2.15772e-6,2.13218e-7,2.19694e-6,2.13218e-7,285122636721e6,0.00161159,297509842924e5,-0.18,-2.606,0.168,-2.606,-2.774,fixed T
57.5,EXP4,7.426124,23.716362,10.770781,27.015257,8.940187,27.015257,445348600000000,1.181547,0.745,248.269,286425808764e4,2.15774e-6,2.12033e-7,2.19618e-6,2.12033e-7,285090841207e6,0.00161141,297512769021e5,-0.184,-2.584,0.164,-2.584,-2.748,fixed T
58.5,EXP4,7.426239,23.756581,10.779048,27.05155,8.938899,27.05155,444821500000000,1.180148,0.745,248.269,286429138075e4,2.15777e-6,2.11058e-7,2.19551e-6,2.11058e-7,28505816542e7,0.00161123,297515705498e5,-0.188,-2.56,0.16,-2.56,-2.72,fixed T
59.5,EXP4,7.426324,23.795408,10.787165,27.086611,8.937726,27.086611,442628300000000,1.17433,0.745,248.269,286431836768e4,2.15779e-6,2.1e-7,2.19494e-6,2.1e-7,285027334109e6,0.00161105,297518617781e5,-0.191,-2.539,0.156,-2.539,-2.6950000000000003,fixed T
6.5,EXP4,7.675816,22.843114,11.142217,26.413094,9.3209,26.411948,552632400000000,1.46618,0.745,248.269,285422897319e4,2.15019e-6,6.20093e-8,2.41394e-6,6.20078e-8,148374852976e6,8.38655e-4,29633478232e6,0.706,2.495,0.698,2.495,1.7970000000000002,fixed T
60.5,EXP4,7.426444,23.832764,10.795137,27.120397,8.936673,27.120397,441545700000000,1.171457,0.745,248.269,286434783929e4,2.15781e-6,2.09123e-7,2.19447e-6,2.09123e-7,284996696938e6,0.00161088,297521444898e5,-0.195,-2.515,0.153,-2.515,-2.668,fixed T
61.5,EXP4,7.426559,23.868842,10.802968,27.153046,8.935721,27.153046,441005100000000,1.170023,0.745,248.269,286436907016e4,2.15783e-6,2.07923e-7,2.19407e-6,2.07923e-7,284963726225e6,0.00161069,297524337516e5,-0.198,-2.494,0.149,-2.494,-2.6430000000000002,fixed T
62.5,EXP4,7.42666,23.903225,10.810666,27.184209,8.934852,27.184209,440016100000000,1.167399,0.745,248.269,286439654738e4,2.15785e-6,2.07262e-7,2.19374e-6,2.07262e-7,284932373464e6,0.00161052,297527183216e5,-0.201,-2.472,0.146,-2.472,-2.618,fixed T
63.5,EXP4,7.426737,23.936582,10.818235,27.214485,8.934067,27.214485,437915800000000,1.161827,0.745,248.269,286441775251e4,2.15787e-6,2.06279e-7,2.19347e-6,2.06279e-7,284902845803e6,0.00161035,297530031576e5,-0.205,-2.452,0.143,-2.452,-2.5949999999999998,fixed T
64.5,EXP4,7.426886,23.968427,10.82568,27.243382,8.933352,27.243382,437765800000000,1.161429,0.745,248.269,286443820033e4,2.15788e-6,2.05429e-7,2.19327e-6,2.05429e-7,284873631563e6,0.00161018,297532747076e5,-0.208,-2.428,0.139,-2.428,-2.567,fixed T
65.5,EXP4,7.426999,23.999243,10.833005,27.271364,8.932719,27.271364,437702900000000,1.161262,0.745,248.269,286445178364e4,2.15789e-6,2.04419e-7,2.19313e-6,2.04419e-7,284839932253e6,0.00160999,297535607824e5,-0.211,-2.407,0.136,-2.407,-2.543,fixed T
66.5,EXP4,7.427063,24.028954,10.840214,27.298332,8.932154,27.298332,435830400000000,1.156294,0.745,248.269,286447255527e4,2.15791e-6,2.03726e-7,2.19303e-6,2.03726e-7,284808060602e6,0.00160981,297538533355e5,-0.214,-2.391,0.134,-2.391,-2.525,fixed T
67.5,EXP4,7.4272030000000004,24.057523,10.847312,27.324263,8.93164,27.324263,436017900000000,1.156791,0.745,248.269,286448736519e4,2.15792e-6,2.0275e-7,2.19298e-6,2.0275e-7,284776381374e6,0.00160963,297541426836e5,-0.217,-2.368,0.131,-2.368,-2.4989999999999997,fixed T
68.5,EXP4,7.427292,24.084869,10.854304,27.349071,8.931177,27.349071,434973100000000,1.15402,0.745,248.269,286450063605e4,2.15793e-6,2.0198e-7,2.19297e-6,2.0198e-7,284743129316e6,0.00160945,297544383284e5,-0.22,-2.351,0.128,-2.351,-2.479,fixed T
69.5,EXP4,7.427402,24.111257,10.861193,27.37299,8.930795,27.37299,434489100000000,1.152735,0.745,248.269,286450862756e4,2.15793e-6,2.00995e-7,2.19301e-6,2.00995e-7,284711717634e6,0.00160927,297547320912e5,-0.223,-2.327,0.126,-2.327,-2.453,fixed T
7.5,EXP4,7.675778,22.844516,11.142286,26.414203,9.320905,26.413057,552485900000000,1.465791,0.745,248.269,285423395045e4,2.15019e-6,6.19673e-8,2.41397e-6,6.19658e-8,148457475938e6,8.39122e-4,2963258934e7,0.706,2.495,0.698,2.495,1.7970000000000002,fixed T
70.5,EXP4,7.427479,24.136729,10.867982,27.396107,8.930458,27.396107,432941800000000,1.14863,0.745,248.269,286452103723e4,2.15794e-6,2.00384e-7,2.1931e-6,2.00384e-7,284680246972e6,0.00160909,297550246953e5,-0.226,-2.311,0.123,-2.311,-2.434,fixed T
71.5,EXP4,7.427615,24.161692,10.874675,27.418784,8.930149,27.418784,432996500000000,1.148775,0.745,248.269,286453057479e4,2.15795e-6,1.99638e-7,2.19322e-6,1.99638e-7,284648226823e6,0.00160891,297553197439e5,-0.229,-2.289,0.121,-2.289,-2.41,fixed T
72.5,EXP4,7.427733,24.185907,10.881273,27.440775,8.92989,27.440775,432810700000000,1.148282,0.745,248.269,286454470369e4,2.15796e-6,1.98941e-7,2.19337e-6,1.98941e-7,284614584719e6,0.00160872,297556228642e5,-0.232,-2.266,0.118,-2.266,-2.384,fixed T
73.5,EXP4,7.427854,24.209344,10.887779,27.462063,8.929674,27.462063,433286800000000,1.149546,0.745,248.269,286455105921e4,2.15797e-6,1.97952e-7,2.19354e-6,1.97952e-7,284578774581e6,0.00160852,29755936407e6,-0.234,-2.248,0.116,-2.248,-2.3640000000000003,fixed T
74.5,EXP4,7.42791,24.231816,10.894198,27.482436,8.92949,27.482436,431435400000000,1.144634,0.745,248.269,286456345947e4,2.15798e-6,1.97453e-7,2.19374e-6,1.97453e-7,284545952538e6,0.00160833,297562494827e5,-0.237,-2.234,0.114,-2.234,-2.348,fixed T
75.5,EXP4,7.428033,24.253728,10.900531,27.502337,8.929355,27.502337,431624900000000,1.145136,0.745,248.269,286456990832e4,2.15798e-6,1.96609e-7,2.19397e-6,1.96609e-7,284511568308e6,0.00160814,297565678461e5,-0.24,-2.214,0.112,-2.214,-2.326,fixed T
76.5,EXP4,7.428154,24.274921,10.906781,27.521592,8.929267,27.521592,431478200000000,1.144747,0.745,248.269,286458002106e4,2.15799e-6,1.9595e-7,2.19423e-6,1.9595e-7,284476045237e6,0.00160794,297568911683e5,-0.242,-2.195,0.109,-2.195,-2.304,fixed T
77.5,EXP4,7.428228,24.295373,10.912951,27.540203,8.929228,27.540203,430593900000000,1.142401,0.745,248.269,286458578606e4,2.15799e-6,1.95257e-7,2.19453e-6,1.95257e-7,284440317684e6,0.00160773,297572251335e5,-0.245,-2.18,0.107,-2.18,-2.2870000000000004,fixed T
78.5,EXP4,7.428355,24.315231,10.919043,27.558279,8.929232,27.558279,430561500000000,1.142315,0.745,248.269,286459909222e4,2.158e-6,1.9487e-7,2.19486e-6,1.9487e-7,28440552223e7,0.00160754,297575567873e5,-0.247,-2.161,0.105,-2.161,-2.266,fixed T
79.5,EXP4,7.428487,24.334383,10.92506,27.575723,8.929273,27.575723,431213800000000,1.144046,0.745,248.269,286459969492e4,2.158e-6,1.93907e-7,2.19521e-6,1.93907e-7,284366720118e6,0.00160732,297579041877e5,-0.25,-2.143,0.104,-2.143,-2.247,fixed T
8.5,EXP4,7.675732,22.845898,11.142359,26.415302,9.320908,26.414158,552362300000000,1.465463,0.745,248.269,285423815578e4,2.15019e-6,6.1921e-8,2.41399e-6,6.19195e-8,148535752665e6,8.39565e-4,296317438095e5,0.707,2.494,0.698,2.494,1.7960000000000003,fixed T
80.5,EXP4,7.42856,24.353057,10.931004,27.59275,8.92935,27.59275,430341900000000,1.141733,0.745,248.269,286461148182e4,2.15801e-6,1.9355e-7,2.19559e-6,1.9355e-7,284329653757e6,0.00160711,297582557325e5,-0.252,-2.128,0.102,-2.128,-2.23,fixed T
81.5,EXP4,7.42865,24.371063,10.936877,27.609166,8.929458,27.609166,429897100000000,1.140553,0.745,248.269,286461454784e4,2.15801e-6,1.92725e-7,2.19598e-6,1.92725e-7,284292044779e6,0.0016069,29758613831e6,-0.255,-2.11,0.1,-2.11,-2.21,fixed T
82.5,EXP4,7.428769,24.388353,10.942683,27.624936,8.929588,27.624936,429903600000000,1.14057,0.745,248.269,286462209994e4,2.15802e-6,1.92272e-7,2.19638e-6,1.92272e-7,284255672606e6,0.00160669,297589651409e5,-0.257,-2.094,0.098,-2.094,-2.1919999999999997,fixed T
83.5,EXP4,7.428868,24.40523,10.948421,27.640351,8.929761,27.640351,429603200000000,1.139773,0.745,248.269,28646234242e5,2.15802e-6,1.91532e-7,2.19682e-6,1.91532e-7,284215444376e6,0.00160646,297593378368e5,-0.259,-2.078,0.096,-2.078,-2.174,fixed T
84.5,EXP4,7.429018,24.421576,10.954096,27.655301,8.929973,27.655301,430756700000000,1.142833,0.745,248.269,286462037293e4,2.15802e-6,1.90716e-7,2.1973e-6,1.90716e-7,284175223582e6,0.00160624,297597130744e5,-0.261,-2.055,0.095,-2.055,-2.1500000000000004,fixed T
85.5,EXP4,7.429083,24.437456,10.959708,27.669826,8.93022,27.669826,429882000000000,1.140513,0.745,248.269,286461806106e4,2.15802e-6,1.89925e-7,2.1978e-6,1.89925e-7,2841336127e8,0.001606,297601040389e5,-0.264,-2.043,0.093,-2.043,-2.136,fixed T
86.5,EXP4,7.429152,24.452993,10.965258,27.684067,8.930493,27.684067,428825800000000,1.13771,0.745,248.269,286462542871e4,2.15802e-6,1.89611e-7,2.19832e-6,1.89611e-7,284094326054e6,0.00160578,297604925587e5,-0.266,-2.03,0.091,-2.03,-2.121,fixed T
87.5,EXP4,7.429271,24.467729,10.970749,27.697586,8.930799,27.697586,428642800000000,1.137225,0.745,248.269,286462757616e4,2.15802e-6,1.88977e-7,2.19886e-6,1.88977e-7,284054231377e6,0.00160555,297608831316e5,-0.268,-2.012,0.09,-2.012,-2.102,fixed T
88.5,EXP4,7.429414,24.482244,10.976183,27.710934,8.931128,27.710934,429463200000000,1.139401,0.745,248.269,286463404461e4,2.15803e-6,1.88511e-7,2.19943e-6,1.88511e-7,284013564785e6,0.00160532,297612728003e5,-0.27,-1.993,0.088,-1.993,-2.081,fixed T
89.5,EXP4,7.429493,24.496007,10.981562,27.723624,8.931477,27.723624,429300400000000,1.13897,0.745,248.269,286463134885e4,2.15803e-6,1.87828e-7,2.20002e-6,1.87828e-7,283970839487e6,0.00160508,297616765235e5,-0.273,-1.982,0.086,-1.982,-2.068,fixed T
9.5,EXP4,7.675674,22.847267,11.142436,26.416399,9.320912,26.415255,552249000000000,1.465162,0.745,248.269,285424184966e4,2.1502e-6,6.1891e-8,2.41402e-6,6.18895e-8,148610447056e6,8.39987e-4,296309351856e5,0.707,2.492,0.699,2.492,1.7930000000000001,fixed T
90.5,EXP4,7.429613,24.50867,10.98689,27.735325,8.931853,27.735325,429803200000000,1.140303,0.745,248.269,286464029811e4,2.15803e-6,1.87626e-7,2.20062e-6,1.87626e-7,283929024625e6,0.00160484,297620767719e5,-0.275,-1.963,0.085,-1.963,-2.048,fixed T
91.5,EXP4,7.429679,24.520984,10.992169,27.746785,8.932251,27.746785,428863900000000,1.137811,0.745,248.269,28646403294e5,2.15803e-6,1.86993e-7,2.20125e-6,1.86993e-7,283886799086e6,0.00160461,297624880238e5,-0.277,-1.953,0.083,-1.953,-2.036,fixed T
92.5,EXP4,7.429779,24.531609,10.997404,27.756727,8.932687,27.756727,428677600000000,1.137317,0.745,248.269,286464430104e4,2.15804e-6,1.86776e-7,2.2019e-6,1.86776e-7,283845618292e6,0.00160437,297628920599e5,-0.279,-1.936,0.082,-1.936,-2.018,fixed T
93.5,EXP4,7.429913,24.541392,11.0026,27.76595,8.933146,27.76595,429664500000000,1.139935,0.745,248.269,28646404069e5,2.15803e-6,1.86223e-7,2.20257e-6,1.86223e-7,283803165841e6,0.00160413,297632990105e5,-0.281,-1.919,0.08,-1.919,-1.999,fixed T
94.5,EXP4,7.429995,24.550008,11.007759,27.774234,8.933629,27.774234,428958700000000,1.138063,0.745,248.269,286464005099e4,2.15803e-6,1.86028e-7,2.20325e-6,1.86028e-7,283760081543e6,0.00160389,29763712358e6,-0.283,-1.907,0.079,-1.907,-1.986,fixed T
95.5,EXP4,7.43011,24.556871,11.01289,27.780979,8.934149,27.780979,429545000000000,1.139618,0.745,248.269,286463069327e4,2.15803e-6,1.85658e-7,2.20397e-6,1.85658e-7,283717855493e6,0.00160365,297641237804e5,-0.285,-1.887,0.077,-1.887,-1.964,fixed T
96.5,EXP4,7.430227,24.56343,11.017992,27.787518,8.934681,27.787518,430159900000000,1.14125,0.745,248.269,28646275589e5,2.15802e-6,1.85412e-7,2.2047e-6,1.85412e-7,283673603776e6,0.0016034,297645402772e5,-0.287,-1.874,0.076,-1.874,-1.9500000000000002,fixed T
97.5,EXP4,7.430354,24.568893,11.02307,27.793206,8.935238,27.793206,431862900000000,1.145768,0.745,248.269,286461513083e4,2.15802e-6,1.8485e-7,2.20545e-6,1.8485e-7,283626503013e6,0.00160313,297649703279e5,-0.289,-1.855,0.075,-1.855,-1.93,fixed T
98.5,EXP4,7.430398,24.573014,11.02813,27.797603,8.935823,27.797603,430440000000000,1.141993,0.745,248.269,28646122818e5,2.15801e-6,1.84885e-7,2.20621e-6,1.84885e-7,283582209574e6,0.00160288,297654027829e5,-0.291,-1.848,0.073,-1.848,-1.921,fixed T
99.5,EXP4,7.430551,24.577086,11.03317,27.802119,8.936411,27.802119,431297800000000,1.144269,0.745,248.269,286459905677e4,2.158e-6,1.84418e-7,2.207e-6,1.84418e-7,28353768521e7,0.00160263,297658342353e5,-0.292,-1.83,0.072,-1.83,-1.9020000000000001,fixed T
0.5,EXP5,7.674791,22.835169,11.14195,26.407939,9.320891,26.406208,547101700000000,1.451506,0.745,248.269,285426205426e4,2.15021e-6,6.36085e-8,2.41377e-6,6.36053e-8,147584274597e6,8.34186e-4,29639607655e6,0.701,2.318,0.696,2.318,1.622,fixed PAR
1.5,EXP5,7.674937,22.836067,11.141964,26.408415,9.32089,26.406685,558191700000000,1.480929,0.745,248.269,285400903354e4,2.15002e-6,6.38083e-8,2.41384e-6,6.38049e-8,147791469295e6,8.35358e-4,296387716407e5,0.702,2.421,0.696,2.421,1.7249999999999999,fixed PAR
10.5,EXP5,7.59827,9.084774,10.808647,19.660904,9.318384,19.273855,620527100000000,1.64631,0.745,5.31576,285022760162e4,2.14717e-6,4.03745e-7,2.41357e-6,3.9365e-7,196847052091e6,0.00111263,296339301569e5,0.702,1.896,0.698,1.915,1.217,fixed PAR
100.5,EXP5,7.452937,24.418729,11.015116,27.672542,8.933362,27.672542,572195300000000,1.518081,0.745,248.269,285395816151e4,2.14999e-6,3.48414e-8,2.24567e-6,3.48414e-8,267823959559e6,0.00151381,299308945651e5,-0.243,-0.819,-0.058,-0.819,-0.7609999999999999,fixed PAR
101.5,EXP5,7.453133,24.421623,11.019721,27.675922,8.9339479999999991,27.675922,572451800000000,1.518762,0.745,248.269,285395705221e4,2.14999e-6,3.48229e-8,2.24677e-6,3.48229e-8,267710802335e6,0.00151317,299320880603e5,-0.245,-0.806,-0.059,-0.806,-0.7470000000000001,fixed PAR
102.5,EXP5,7.453329,24.424424,11.024307,27.679249,8.934539,27.679249,572621400000000,1.519212,0.745,248.269,285395581249e4,2.14998e-6,3.47917e-8,2.24788e-6,3.47917e-8,267598103132e6,0.00151254,299332759634e5,-0.247,-0.792,-0.061,-0.792,-0.7310000000000001,fixed PAR
103.5,EXP5,7.453525,24.426734,11.028876,27.682228,8.935149,27.682228,572907200000000,1.51997,0.745,248.269,285395366821e4,2.14998e-6,3.47721e-8,2.24901e-6,3.47721e-8,267486097955e6,0.0015119,299344566784e5,-0.248,-0.779,-0.063,-0.779,-0.716,fixed PAR
104.5,EXP5,7.45372,24.428444,11.03343,27.684573,8.935782,27.684573,573172500000000,1.520674,0.745,248.269,285395049793e4,2.14998e-6,3.47484e-8,2.25015e-6,3.47484e-8,267374490166e6,0.00151127,299356314915e5,-0.25,-0.765,-0.064,-0.765,-0.7010000000000001,fixed PAR
105.5,EXP5,7.453914,24.430483,11.037969,27.687232,8.936413,27.687232,573420700000000,1.521333,0.745,248.269,285394819156e4,2.14998e-6,3.47204e-8,2.25129e-6,3.47204e-8,267263364864e6,0.00151065,299368023085e5,-0.252,-0.752,-0.066,-0.752,-0.6859999999999999,fixed PAR
106.5,EXP5,7.454104,24.432376,11.042492,27.689882,8.937057,27.689882,573619900000000,1.521861,0.745,248.269,285394551376e4,2.14998e-6,3.47169e-8,2.25245e-6,3.47169e-8,267152894012e6,0.00151002,299379676904e5,-0.254,-0.739,-0.068,-0.739,-0.671,fixed PAR
107.5,EXP5,7.454296,24.43379,11.047002,27.691988,8.937714,27.691988,573881800000000,1.522556,0.745,248.269,285394085296e4,2.14997e-6,3.47061e-8,2.25362e-6,3.47061e-8,267043028644e6,0.0015094,299391251052e5,-0.255,-0.726,-0.069,-0.726,-0.657,fixed PAR
108.5,EXP5,7.454486,24.436206,11.051495,27.694915,8.938357,27.694915,574060100000000,1.523029,0.745,248.269,285393746155e4,2.14997e-6,3.46977e-8,2.25479e-6,3.46977e-8,26693361559e7,0.00150878,299402797107e5,-0.257,-0.713,-0.071,-0.713,-0.642,fixed PAR
109.5,EXP5,7.454685,24.43845,11.055971,27.697826,8.939006,27.697826,574311300000000,1.523695,0.745,248.269,285393171032e4,2.14997e-6,3.46729e-8,2.25598e-6,3.46729e-8,266824703798e6,0.00150817,299414293212e5,-0.259,-0.7,-0.072,-0.7,-0.628,fixed PAR
11.5,EXP5,7.426674,1.635181,10.204861,13.610004,9.299609,13.013892,435750900000000,1.156083,0.745,43.7316,284623570212e4,2.14418e-6,1.01977e-6,2.40389e-6,9.78638e-7,294531087178e6,0.00166477,296612438827e5,0.607,0.533,0.695,0.568,-0.127,fixed PAR
12.5,EXP5,7.452035,5.675653,9.928416,12.641769,9.267822,12.259717,1285633e9,3.410892,0.745,213.541,283746788491e4,2.13756e-6,7.58707e-7,2.37829e-6,7.36512e-7,293058971947e6,0.00165645,296669185278e5,0.53,0.382,0.666,0.397,-0.269,fixed PAR
13.5,EXP5,7.439182,9.633383,9.950469,14.955619,9.245225,14.687283,1243228e9,3.298385,0.745,247.604,283314717485e4,2.1343e-6,3.62741e-7,2.3605e-6,3.56867e-7,2901363163e8,0.00163993,296869406227e5,0.454,-0.593,0.636,-0.586,-1.222,fixed PAR
14.5,EXP5,7.432838,12.491097,10.007009,17.286252,9.226495,17.077373,1129708e9,2.997209,0.745,248.269,283560520949e4,2.13615e-6,2.50576e-7,2.35013e-6,2.47949e-7,288241639105e6,0.00162922,297045199555e5,0.388,-1.336,0.607,-1.332,-1.939,fixed PAR
15.5,EXP5,7.430758,14.238538,10.055362,18.759061,9.209597,18.580637,1038827e9,2.756095,0.745,248.269,283871397232e4,2.13849e-6,2.00507e-7,2.34267e-6,1.98947e-7,286862603768e6,0.00162143,297197378076e5,0.334,-1.782,0.583,-1.779,-2.362,fixed PAR
16.5,EXP5,7.429993,15.468394,10.098041,19.815269,9.194094,19.648162,973314800000000,2.582284,0.745,248.269,28413144911e5,2.14045e-6,1.70754e-7,2.33594e-6,1.6963e-7,285794515958e6,0.00161539,297323639444e5,0.291,-2.029,0.562,-2.027,-2.5890000000000004,fixed PAR
17.5,EXP5,7.429671,16.406835,10.136502,20.617865,9.179378,20.466602,924675100000000,2.453239,0.745,248.269,284325584159e4,2.14191e-6,1.49409e-7,2.32966e-6,1.48592e-7,284921216446e6,0.00161045,297428510585e5,0.254,-2.166,0.542,-2.165,-2.707,fixed PAR
18.5,EXP5,7.429606,17.161069,10.171633,21.268748,9.165058,21.128484,886815400000000,2.352795,0.745,248.269,284468937941e4,2.14299e-6,1.31613e-7,2.32371e-6,1.30985e-7,284180745597e6,0.00160627,297516837288e5,0.223,-2.245,0.523,-2.243,-2.766,fixed PAR
19.5,EXP5,7.429669,17.790432,10.204004,21.819205,9.150754,21.683631,855856500000000,2.270658,0.745,248.269,284581414495e4,2.14384e-6,1.1724e-7,2.31787e-6,1.16731e-7,283538599584e6,0.00160264,297592616494e5,0.196,-2.291,0.504,-2.29,-2.794,fixed PAR
2.5,EXP5,7.675478,22.837328,11.141995,26.409276,9.320894,26.407546,557035000000000,1.47786,0.745,248.269,28539548648e5,2.14998e-6,6.3325e-8,2.4139e-6,6.33217e-8,14794611243e7,8.36232e-4,296376497392e5,0.703,2.48,0.696,2.48,1.784,fixed PAR
20.5,EXP5,7.429833,18.328321,10.234034,22.294798,9.137144,22.160004,830733800000000,2.204005,0.745,248.269,284671517904e4,2.14452e-6,1.06066e-7,2.3123e-6,1.05633e-7,282971066511e6,0.00159943,29765874945e6,0.172,-2.321,0.485,-2.32,-2.8049999999999997,fixed PAR
21.5,EXP5,7.430106,18.790861,10.262061,22.70252,9.12465,22.571317,810540700000000,2.150431,0.745,248.269,284741663276e4,2.14505e-6,9.78235e-8,2.30716e-6,9.745e-8,282461640202e6,0.00159655,297717328611e5,0.151,-2.332,0.466,-2.331,-2.797,fixed PAR
22.5,EXP5,7.430468,19.194895,10.288357,23.058389,9.113185,22.932224,794303000000000,2.107352,0.745,248.269,284795965872e4,2.14546e-6,9.02168e-8,2.30239e-6,8.99017e-8,28199159955e7,0.00159389,29777051415e6,0.132,-2.333,0.448,-2.332,-2.78,fixed PAR
23.5,EXP5,7.430821,19.553126,10.313125,23.37337,9.102987,23.253383,779821400000000,2.068931,0.745,248.269,284840976276e4,2.1458e-6,8.32988e-8,2.2979e-6,8.30345e-8,281554709261e6,0.00159142,297819441474e5,0.115,-2.328,0.43,-2.327,-2.757,fixed PAR
24.5,EXP5,7.431284,19.874389999999998,10.336532,23.658931,9.093562,23.542543,767791600000000,2.037014,0.745,248.269,284877894272e4,2.14608e-6,7.80079e-8,2.29353e-6,7.77744e-8,281145713733e6,0.00158911,297864886928e5,0.099,-2.317,0.413,-2.316,-2.7289999999999996,fixed PAR
25.5,EXP5,7.431751,20.166654,10.358706,23.917695,9.084732,23.80661,756924300000000,2.008183,0.745,248.269,284909129905e4,2.14631e-6,7.35416e-8,2.28925e-6,7.33388e-8,280757703065e6,0.00158692,29790772885e6,0.085,-2.302,0.397,-2.301,-2.6980000000000004,fixed PAR
26.5,EXP5,7.432248,20.433822,10.379758,24.154448,9.076642,24.048449,747174700000000,1.982316,0.745,248.269,284936297134e4,2.14652e-6,6.98291e-8,2.28513e-6,6.9653e-8,280386788177e6,0.00158482,297948499353e5,0.071,-2.284,0.381,-2.283,-2.6639999999999997,fixed PAR
27.5,EXP5,7.432767,20.678868,10.399783,24.372827,9.069296,24.270615,738813900000000,1.960134,0.745,248.269,284959319989e4,2.14669e-6,6.64725e-8,2.28119e-6,6.63205e-8,280029747528e6,0.0015828,297987584264e5,0.059,-2.266,0.365,-2.266,-2.6310000000000002,fixed PAR
28.5,EXP5,7.433264,20.904155,10.418868,24.57083,9.062465,24.47518,731699800000000,1.94126,0.745,248.269,284978975108e4,2.14684e-6,6.27532e-8,2.27737e-6,6.26324e-8,279682442749e6,0.00158084,298025380285e5,0.048,-2.252,0.35,-2.252,-2.602,fixed PAR
29.5,EXP5,7.433745,21.111,10.437091,24.755193,9.056111,24.663102,724233200000000,1.92145,0.745,248.269,284998834005e4,2.14699e-6,5.95988e-8,2.27366e-6,5.94995e-8,279348781272e6,0.00157896,298061774392e5,0.037,-2.234,0.335,-2.233,-2.568,fixed PAR
3.5,EXP5,7.675697,22.838703,11.142038,26.410285,9.320894,26.408557,556394800000000,1.476161,0.745,248.269,285395302262e4,2.14998e-6,6.30595e-8,2.41395e-6,6.30561e-8,1480705863e8,8.36935e-4,296365166154e5,0.704,2.507,0.697,2.507,1.81,fixed PAR
30.5,EXP5,7.434167,21.302823,10.454518,24.923148,9.050078,24.837505,716160000000000,1.900032,0.745,248.269,285021052535e4,2.14716e-6,5.67567e-8,2.26995e-6,5.66784e-8,279030044369e6,0.00157715,29809673314e6,0.027,-2.213,0.321,-2.212,-2.5330000000000004,fixed PAR
31.5,EXP5,7.43456,21.480999,10.471208,25.07813,9.044178,24.999549,707985600000000,1.878344,0.745,248.269,28504428411e5,2.14733e-6,5.42772e-8,2.26628e-6,5.42168e-8,278726962619e6,0.00157544,298130171198e5,0.017,-2.19,0.308,-2.189,-2.497,fixed PAR
32.5,EXP5,7.434942,21.647929,10.487217,25.221948,9.038356,25.151462,700447100000000,1.858344,0.745,248.269,285066392251e4,2.1475e-6,5.24396e-8,2.26282e-6,5.23913e-8,278439298706e6,0.00157381,298162018824e5,0.008,-2.165,0.295,-2.165,-2.46,fixed PAR
33.5,EXP5,7.435324,21.803788,10.502588,25.356481,9.032612,25.293743,693595700000000,1.840167,0.745,248.269,285086293693e4,2.14765e-6,5.08615e-8,2.25955e-6,5.08249e-8,278164583454e6,0.00157226,298192389348e5,-0,-2.142,0.283,-2.141,-2.424,fixed PAR
34.5,EXP5,7.435692,21.951636,10.517366,25.480514,9.026796,25.428611,686745400000000,1.821992,0.745,248.269,285105150507e4,2.14779e-6,4.95422e-8,2.2564e-6,4.95115e-8,277901370228e6,0.00157077,298221513873e5,-0.008,-2.118,0.27,-2.117,-2.387,fixed PAR
35.5,EXP5,7.436032,22.090766,10.531584,25.595144,9.020723,25.555476,679921800000000,1.803889,0.745,248.269,285123474077e4,2.14793e-6,4.84627e-8,2.25332e-6,4.84393e-8,277649164433e6,0.00156935,298249481879e5,-0.016,-2.093,0.258,-2.093,-2.351,fixed PAR
36.5,EXP5,7.436345,22.221839,10.545285,25.699409,9.01454,25.674672,673565300000000,1.787024,0.745,248.269,285140572464e4,2.14806e-6,4.76915e-8,2.25039e-6,4.76777e-8,277407682458e6,0.00156798,298276281593e5,-0.023,-2.068,0.247,-2.068,-2.315,fixed PAR
37.5,EXP5,7.436686,22.345404,10.558491,25.802262,9.008598,25.787024,667852800000000,1.771869,0.745,248.269,285155864965e4,2.14817e-6,4.71103e-8,2.24767e-6,4.71008e-8,277176102392e6,0.00156667,298301921868e5,-0.03,-2.043,0.235,-2.043,-2.278,fixed PAR
