time,experiment,mean ocean surface pH,surface air temperature (degrees C),temperature (C),_surT (ice-free) (C),_benT (C) [> 2000 m],_surT (C),global POC flux (mol yr-1),global POC density (mol m-2 yr-1),global POC DOM fraction,mean annual SW flux at surface (W m-2),global total PO4 (mol),global mean PO4 (mol kg-1),surface (ice-free) PO4 (mol kg-1),benthic [> 2000 m] PO4 (mol kg-1),surface PO4 (mol kg-1),global pCO2 (mol),global pCO2 (atm),global total DIC_13C (mol),global DIC_13C (o/oo),surface (ice-free) DIC_13C (o/oo),benthic [> 2000 m] DIC_13C (o/oo),surface DIC_13C (o/oo),surface - benthic DIC_13C (o/oo),label
84.5,EXP2,7.425576,25.002745,11.472319,28.205018,9.335184,28.205018,504333900000000,1.33804,0.745,248.269,285569063202e4,2.15129e-6,4.07644e-8,2.45728e-6,4.07644e-8,281969651277e6,0.00159377,297808719134e5,-0.096,-1.906,0.55,-1.906,-2.456,CO2 effect
85.5,EXP2,7.425697,25.004918,11.475592,28.207134,9.335347,28.207134,504359800000000,1.338108,0.745,248.269,285569167041e4,2.15129e-6,4.07135e-8,2.45815e-6,4.07135e-8,281886681486e6,0.0015933,297817173825e5,-0.099,-1.887,0.549,-1.887,-2.436,CO2 effect
86.5,EXP2,7.425812,25.006998,11.47885,28.20926,9.335507,28.20926,504394500000000,1.3382,0.745,248.269,285569335742e4,2.1513e-6,4.07038e-8,2.45903e-6,4.07038e-8,281804270586e6,0.00159283,297825595134e5,-0.101,-1.869,0.547,-1.869,-2.416,CO2 effect
87.5,EXP2,7.425929,25.008507,11.482098,28.210879,9.335676,28.210879,504386600000000,1.338179,0.745,248.269,285569254009e4,2.15129e-6,4.06728e-8,2.45991e-6,4.06728e-8,281722270078e6,0.00159237,29783395856e6,-0.103,-1.851,0.545,-1.851,-2.396,CO2 effect
88.5,EXP2,7.426048,25.010405,11.485333,28.212708,9.335844,28.212708,504438200000000,1.338316,0.745,248.269,285569330037e4,2.1513e-6,4.06297e-8,2.46079e-6,4.06297e-8,281640454497e6,0.00159191,297842308147e5,-0.106,-1.833,0.544,-1.833,-2.377,CO2 effect
89.5,EXP2,7.426161,25.01227,11.488555,28.214692,9.336009,28.214692,504438900000000,1.338318,0.745,248.269,28556946327e5,2.1513e-6,4.06242e-8,2.46168e-6,4.06242e-8,281559243297e6,0.00159145,297850625546e5,-0.108,-1.815,0.542,-1.815,-2.357,CO2 effect
9.5,EXP2,7.675739,22.847024,11.142426,26.416218,9.320911,26.415074,553961800000000,1.469706,0.745,248.269,28542376252e5,2.15019e-6,6.17264e-8,2.41402e-6,6.17249e-8,148588996891e6,8.39865e-4,296311181828e5,0.707,2.491,0.698,2.491,1.7930000000000001,CO2 effect
90.5,EXP2,7.426271,25.013643,11.491767,28.21623,9.336181,28.21623,504431200000000,1.338297,0.745,248.269,285569361923e4,2.1513e-6,4.06189e-8,2.46257e-6,4.06189e-8,281478622081e6,0.00159099,29785886709e6,-0.11,-1.798,0.54,-1.798,-2.338,CO2 effect
91.5,EXP2,7.426388,25.015649,11.494966,28.218187,9.336351,28.218187,504437700000000,1.338315,0.745,248.269,285569464367e4,2.1513e-6,4.05801e-8,2.46346e-6,4.05801e-8,281398315367e6,0.00159054,297867084782e5,-0.113,-1.781,0.539,-1.781,-2.32,CO2 effect
92.5,EXP2,7.426498,25.017599,11.498151,28.220213,9.336519,28.220213,504436100000000,1.338311,0.745,248.269,285569627518e4,2.1513e-6,4.05784e-8,2.46436e-6,4.05784e-8,281318667079e6,0.00159009,297875264686e5,-0.115,-1.764,0.537,-1.764,-2.301,CO2 effect
93.5,EXP2,7.426609,25.019077,11.501326,28.221795,9.336698,28.221795,504413400000000,1.33825,0.745,248.269,285569540034e4,2.1513e-6,4.05554e-8,2.46526e-6,4.05554e-8,28123942764e7,0.00158964,29788338355e6,-0.117,-1.747,0.535,-1.747,-2.282,CO2 effect
94.5,EXP2,7.426724,25.020939,11.504489,28.223568,9.336876,28.223568,504464100000000,1.338385,0.745,248.269,285569610251e4,2.1513e-6,4.0514e-8,2.46616e-6,4.0514e-8,281160308423e6,0.00158919,297891492097e5,-0.119,-1.73,0.534,-1.73,-2.2640000000000002,CO2 effect
95.5,EXP2,7.426833,25.022723,11.507639,28.225456,9.337054,28.225456,504473200000000,1.338409,0.745,248.269,285569723078e4,2.1513e-6,4.05196e-8,2.46706e-6,4.05196e-8,281081719773e6,0.00158875,29789957363e6,-0.122,-1.715,0.532,-1.715,-2.247,CO2 effect
96.5,EXP2,7.42694,25.024135,11.510779,28.227019,9.337239,28.227019,504458400000000,1.33837,0.745,248.269,285569599258e4,2.1513e-6,4.05039e-8,2.46797e-6,4.05039e-8,281003674124e6,0.00158831,297907581663e5,-0.124,-1.698,0.53,-1.698,-2.2279999999999998,CO2 effect
97.5,EXP2,7.427052,25.026078,11.513906,28.228891,9.337422,28.228891,504485100000000,1.338441,0.745,248.269,285569665727e4,2.1513e-6,4.04767e-8,2.46888e-6,4.04767e-8,280925884778e6,0.00158787,297915567904e5,-0.126,-1.682,0.529,-1.682,-2.211,CO2 effect
98.5,EXP2,7.427157,25.027697,11.517022,28.230653,9.337604,28.230653,504531600000000,1.338564,0.745,248.269,285569724412e4,2.1513e-6,4.05068e-8,2.46979e-6,4.05068e-8,280848824465e6,0.00158743,297923502861e5,-0.128,-1.667,0.527,-1.667,-2.194,CO2 effect
99.5,EXP2,7.427267,25.02905,11.520127,28.232128,9.337796,28.232128,504501500000000,1.338484,0.745,248.269,285569571721e4,2.1513e-6,4.04827e-8,2.47071e-6,4.04827e-8,280772044572e6,0.001587,29793139238e6,-0.13,-1.651,0.525,-1.651,-2.176,CO2 effect
0.5,EXP3,7.674657,22.8352,11.14195,26.407949,9.320891,26.406218,546529100000000,1.449987,0.745,248.269,285444593421e4,2.15035e-6,6.44462e-8,2.41374e-6,6.44435e-8,147597210006e6,8.3426e-4,296396080265e5,0.7,2.293,0.696,2.293,1.5970000000000002,both
1.5,EXP3,7.674993,22.836141,11.141966,26.408461,9.32089,26.406731,555862700000000,1.47475,0.745,248.269,285426323946e4,2.15021e-6,6.24551e-8,2.4138e-6,6.24528e-8,147803585969e6,8.35426e-4,296387508333e5,0.701,2.389,0.696,2.389,1.6929999999999998,both
10.5,EXP3,7.577697,9.085336,10.808652,19.66093,9.318384,19.273881,33775180000000,0.08960833,0.745,5.31576,285839873729e4,2.15333e-6,5.27567e-7,2.4122e-6,5.14696e-7,19728376248e7,0.0011151,296360301862e5,0.681,1.433,0.7,1.454,0.754,both
100.5,EXP3,7.430596,24.509029,11.026656,27.746927,8.934843,27.746927,595449800000000,1.579777,0.745,248.269,285823479475e4,2.15321e-6,1.53558e-7,2.20577e-6,1.53558e-7,276144117514e6,0.00156084,298387077402e5,-0.246,-0.796,0.136,-0.796,-0.932,both
101.5,EXP3,7.430715,24.511793,11.031466,27.750188,8.935453,27.750188,596403700000000,1.582308,0.745,248.269,285822277978e4,2.1532e-6,1.53381e-7,2.20659e-6,1.53381e-7,276067411689e6,0.00156041,298394791084e5,-0.248,-0.782,0.134,-0.782,-0.916,both
102.5,EXP3,7.430833,24.514723,11.036261,27.753726,8.936065,27.753726,597074500000000,1.584088,0.745,248.269,285821202528e4,2.15319e-6,1.53184e-7,2.20742e-6,1.53184e-7,275989927888e6,0.00155997,298402595241e5,-0.25,-0.767,0.132,-0.767,-0.899,both
103.5,EXP3,7.430942,24.517079,11.04104,27.756822,8.936699,27.756822,597626600000000,1.585553,0.745,248.269,285819964136e4,2.15318e-6,1.5299e-7,2.20826e-6,1.5299e-7,275912181118e6,0.00155953,298410450102e5,-0.252,-0.753,0.131,-0.753,-0.884,both
104.5,EXP3,7.431069,24.519324,11.045805,27.759624,8.937348,27.759624,598573100000000,1.588064,0.745,248.269,285818766167e4,2.15317e-6,1.52799e-7,2.20913e-6,1.52799e-7,275833806006e6,0.00155909,298418343939e5,-0.254,-0.738,0.129,-0.738,-0.867,both
105.5,EXP3,7.431177,24.522129,11.050554,27.762964,8.937993,27.762964,598986000000000,1.589159,0.745,248.269,285817928934e4,2.15317e-6,1.52641e-7,2.21001e-6,1.52641e-7,275754975172e6,0.00155864,298426332679e5,-0.255,-0.724,0.128,-0.724,-0.852,both
106.5,EXP3,7.431286,24.524673,11.055287,27.766218,8.938656,27.766218,599298600000000,1.589989,0.745,248.269,285816946955e4,2.15316e-6,1.52474e-7,2.2109e-6,1.52474e-7,275676350971e6,0.0015582,29843433431e6,-0.257,-0.711,0.126,-0.711,-0.837,both
107.5,EXP3,7.431402,24.52729,11.060005,27.769313,8.939324,27.769313,599983700000000,1.591806,0.745,248.269,285816189374e4,2.15315e-6,1.52327e-7,2.2118e-6,1.52327e-7,275598073103e6,0.00155776,298442341109e5,-0.259,-0.697,0.124,-0.697,-0.821,both
108.5,EXP3,7.431516,24.530683,11.064704,27.77305,8.939977,27.77305,600354900000000,1.592791,0.745,248.269,285815567978e4,2.15315e-6,1.52175e-7,2.21271e-6,1.52175e-7,275519473828e6,0.00155731,29845038477e6,-0.261,-0.683,0.123,-0.683,-0.806,both
109.5,EXP3,7.431622,24.533904,11.069385,27.776775,8.94065,27.776775,600613200000000,1.593477,0.745,248.269,285814762081e4,2.15314e-6,1.52024e-7,2.21364e-6,1.52024e-7,275440889826e6,0.00155687,298458422523e5,-0.262,-0.669,0.121,-0.669,-0.79,both
11.5,EXP3,7.416687,1.637347,10.204925,13.610396,9.299618,13.014286,5296056000000,0.01405087,0.745,43.7316,286317731235e4,2.15694e-6,1.16734e-6,2.40024e-6,1.1207e-6,296010226281e6,0.00167313,296580149559e5,0.588,0.325,0.699,0.364,-0.33499999999999996,both
12.5,EXP3,7.465681,5.678746,9.928559,12.643166,9.267849,12.261002,1638383e9,4.346766,0.745,213.541,284631487678e4,2.14423e-6,7.0692e-7,2.37579e-6,6.85935e-7,294351179881e6,0.00166375,296570302127e5,0.52,0.278,0.669,0.294,-0.37500000000000006,both
13.5,EXP3,7.443636,9.635927,9.950648,14.957332,9.245263,14.689003,1530766e9,4.06125,0.745,247.604,28387585205e5,2.13852e-6,4.10375e-7,2.35977e-6,4.03786e-7,290600254889e6,0.00164255,296763686803e5,0.445,-0.752,0.638,-0.744,-1.3820000000000001,both
14.5,EXP3,7.432311,12.493422,10.007201,17.287954,9.226549,17.079076,1326155e9,3.5184,0.745,248.269,284244329194e4,2.1413e-6,3.6006e-7,2.34978e-6,3.56068e-7,288580583788e6,0.00163114,296944691793e5,0.379,-1.424,0.612,-1.419,-2.031,both
15.5,EXP3,7.428198,14.241055,10.055566,18.760887,9.209659,18.582461,1196444e9,3.174266,0.745,248.269,284617401643e4,2.14411e-6,3.34254e-7,2.3421e-6,3.31395e-7,287277776119e6,0.00162377,297095972111e5,0.325,-1.849,0.592,-1.845,-2.437,both
16.5,EXP3,7.426164,15.471443,10.098263,19.817432,9.194161,19.650326,1104216e9,2.929576,0.745,248.269,284895044697e4,2.1462e-6,3.16559e-7,2.33488e-6,3.1418e-7,286349025357e6,0.00161852,297216183304e5,0.28,-2.089,0.574,-2.086,-2.6599999999999997,both
17.5,EXP3,7.424829,16.410551,10.136747,20.620443,9.179453,20.46921,1034249e9,2.743948,0.745,248.269,285086581937e4,2.14764e-6,3.02874e-7,2.32804e-6,3.00912e-7,285640406398e6,0.00161452,297310933064e5,0.243,-2.232,0.559,-2.23,-2.789,both
18.5,EXP3,7.423971,17.165412,10.171912,21.271735,9.165143,21.131473,980431400000000,2.601165,0.745,248.269,285217701256e4,2.14863e-6,2.90425e-7,2.32152e-6,2.88735e-7,28507755035e7,0.00161134,297386236174e5,0.212,-2.316,0.544,-2.315,-2.859,both
19.5,EXP3,7.42341,17.795745,10.204324,21.822904,9.150847,21.687339,937251700000000,2.486606,0.745,248.269,285308888969e4,2.14932e-6,2.78405e-7,2.31513e-6,2.76879e-7,28461534771e7,0.00160872,297447381254e5,0.185,-2.365,0.529,-2.364,-2.893,both
2.5,EXP3,7.675559,22.837416,11.141998,26.409339,9.320894,26.40761,555225000000000,1.473058,0.745,248.269,285421980026e4,2.15018e-6,6.22058e-8,2.41383e-6,6.22036e-8,147955109742e6,8.36283e-4,29637644189e6,0.703,2.449,0.696,2.449,1.753,both
20.5,EXP3,7.423031,18.335045,10.2344,22.299535,9.13727,22.164761,902396400000000,2.394132,0.745,248.269,285374077639e4,2.14981e-6,2.66748e-7,2.30914e-6,2.65332e-7,284223515288e6,0.00160651,297498239464e5,0.161,-2.392,0.515,-2.391,-2.906,both
21.5,EXP3,7.422802,18.798802,10.26248,22.7082,9.124786,22.577009,873399600000000,2.317201,0.745,248.269,285424758401e4,2.15019e-6,2.57226e-7,2.30356e-6,2.55929e-7,283887623695e6,0.00160461,297541051136e5,0.14,-2.403,0.5,-2.403,-2.903,both
22.5,EXP3,7.422693,19.20423,10.288833,23.065149,9.113319,22.938984,849192900000000,2.252979,0.745,248.269,28546663271e5,2.15051e-6,2.49048e-7,2.29834e-6,2.47865e-7,283591489201e6,0.00160294,297578079325e5,0.122,-2.403,0.486,-2.402,-2.888,both
23.5,EXP3,7.422607,19.56399,10.313665,23.380767,9.10314,23.261346,828061300000000,2.196915,0.745,248.269,285501319878e4,2.15077e-6,2.41372e-7,2.29347e-6,2.40307e-7,283326708697e6,0.00160144,297610668113e5,0.105,-2.396,0.473,-2.396,-2.8689999999999998,both
24.5,EXP3,7.422632,19.886974,10.337139,23.667758,9.093735,23.551927,810197800000000,2.149522,0.745,248.269,285530574751e4,2.15099e-6,2.3474e-7,2.28875e-6,2.3375e-7,283086566925e6,0.00160008,297639744858e5,0.089,-2.382,0.46,-2.381,-2.8409999999999997,both
25.5,EXP3,7.422675,20.1809,10.359384,23.927301,9.08492,23.817294,794483100000000,2.107829,0.745,248.269,285555734767e4,2.15118e-6,2.28689e-7,2.28416e-6,2.27788e-7,282865602481e6,0.00159883,297666067639e5,0.075,-2.364,0.448,-2.363,-2.811,both
26.5,EXP3,7.422776,20.449365,10.380513,24.165529,9.076838,24.060123,781020400000000,2.072112,0.745,248.269,285577739517e4,2.15135e-6,2.23122e-7,2.27973e-6,2.2229e-7,282660238678e6,0.00159767,297690161613e5,0.062,-2.342,0.436,-2.341,-2.777,both
27.5,EXP3,7.422867,20.695755,10.400621,24.384343,9.06951,24.28332,768285300000000,2.038324,0.745,248.269,285597266674e4,2.1515e-6,2.17779e-7,2.27547e-6,2.17012e-7,282469047348e6,0.00159659,297712416532e5,0.05,-2.32,0.424,-2.32,-2.7439999999999998,both
28.5,EXP3,7.422972,20.922566,10.419794,24.584062,9.062676,24.489056,757388500000000,2.009414,0.745,248.269,285615069034e4,2.15163e-6,2.1272e-7,2.27124e-6,2.12025e-7,282289871202e6,0.00159558,297733050936e5,0.039,-2.295,0.413,-2.295,-2.7079999999999997,both
29.5,EXP3,7.423081,21.131054,10.438108,24.769508,9.056307,24.678276,747394700000000,1.9829,0.745,248.269,285630838233e4,2.15175e-6,2.08176e-7,2.26707e-6,2.07529e-7,282122417426e6,0.00159463,297752142014e5,0.028,-2.271,0.403,-2.27,-2.673,both
3.5,EXP3,7.675789,22.838785,11.14204,26.41035,9.320894,26.408622,554910900000000,1.472225,0.745,248.269,285421240959e4,2.15018e-6,6.2068e-8,2.41387e-6,6.20657e-8,148075390975e6,8.36962e-4,296365456005e5,0.704,2.476,0.697,2.476,1.779,both
30.5,EXP3,7.423175,21.324271,10.455633,24.93824,9.050251,24.85384,738824300000000,1.960162,0.745,248.269,285644257191e4,2.15185e-6,2.03616e-7,2.26292e-6,2.03039e-7,281965329668e6,0.00159374,297769874402e5,0.018,-2.244,0.393,-2.244,-2.6370000000000005,both
31.5,EXP3,7.423285,21.504649,10.472423,25.0961,9.044356,25.01781,730719600000000,1.938659,0.745,248.269,285656399613e4,2.15194e-6,1.99322e-7,2.25882e-6,1.98803e-7,281816462255e6,0.0015929,297786528948e5,0.009,-2.217,0.384,-2.217,-2.601,both
32.5,EXP3,7.423382,21.673246,10.488535,25.240464,9.038535,25.171101,723882100000000,1.920519,0.745,248.269,285666367878e4,2.15202e-6,1.95074e-7,2.2548e-6,1.94626e-7,281674686269e6,0.0015921,297802222859e5,-0,-2.189,0.374,-2.189,-2.563,both
33.5,EXP3,7.423488,21.830949,10.504012,25.37651,9.0328,25.314899,717776400000000,1.90432,0.745,248.269,285674741144e4,2.15208e-6,1.91181e-7,2.25089e-6,1.90794e-7,281539046414e6,0.00159134,297817064893e5,-0.008,-2.16,0.366,-2.159,-2.525,both
34.5,EXP3,7.423574,21.980431,10.5189,25.499742,9.026974,25.451077,711435200000000,1.887496,0.745,248.269,285682612514e4,2.15214e-6,1.87386e-7,2.24711e-6,1.87086e-7,281408144586e6,0.0015906,297831319906e5,-0.016,-2.133,0.357,-2.133,-2.49,both
35.5,EXP3,7.4236510000000004,22.12127,10.533231,25.615846,9.020847,25.579378,705451300000000,1.871621,0.745,248.269,285690751055e4,2.1522e-6,1.84096e-7,2.24341e-6,1.83876e-7,281283042044e6,0.00158989,29784501509e6,-0.024,-2.106,0.349,-2.105,-2.4539999999999997,both
36.5,EXP3,7.423735,22.253783,10.547045,25.723396,9.014696,25.699888,699657500000000,1.856249,0.745,248.269,285698673929e4,2.15226e-6,1.81124e-7,2.23985e-6,1.80985e-7,281162350528e6,0.00158921,297858189312e5,-0.031,-2.077,0.341,-2.077,-2.418,both
37.5,EXP3,7.423831,22.37878,10.560369,25.825198,9.008777,25.813459,694512600000000,1.842599,0.745,248.269,285706215858e4,2.15232e-6,1.78699e-7,2.23642e-6,1.7863e-7,28104642473e7,0.00158855,297870839784e5,-0.038,-2.048,0.333,-2.048,-2.3810000000000002,both
38.5,EXP3,7.423921,22.495038,10.573238,25.918814,9.002883,25.918814,689491600000000,1.829278,0.745,248.269,285713367598e4,2.15237e-6,1.76955e-7,2.2331e-6,1.76955e-7,280934295073e6,0.00158792,29788302467e6,-0.045,-2.021,0.325,-2.021,-2.346,both
39.5,EXP3,7.424063,22.600065,10.585684,26.014001,8.997165,26.014001,685244800000000,1.818011,0.745,248.269,285718975082e4,2.15242e-6,1.75548e-7,2.22987e-6,1.75548e-7,280825926755e6,0.0015873,297894731911e5,-0.051,-1.992,0.318,-1.992,-2.31,both
4.5,EXP3,7.675873,22.840176,11.142091,26.41141,9.320895,26.409682,554677500000000,1.471605,0.745,248.269,28542152214e5,2.15018e-6,6.1967e-8,2.41389e-6,6.19648e-8,14817889929e7,8.37547e-4,296355043031e5,0.704,2.488,0.697,2.488,1.791,both
40.5,EXP3,7.424205,22.694477,10.597748,26.099455,8.991679,26.099455,681024400000000,1.806814,0.745,248.269,285723857814e4,2.15245e-6,1.74551e-7,2.22675e-6,1.74551e-7,280720961963e6,0.00158671,297905999799e5,-0.057,-1.963,0.311,-1.963,-2.274,both
41.5,EXP3,7.424342,22.778717,10.609473,26.175802,8.98642,26.175802,676898800000000,1.795868,0.745,248.269,285728017693e4,2.15249e-6,1.73644e-7,2.22375e-6,1.73644e-7,28061899822e7,0.00158613,297916954301e5,-0.063,-1.935,0.305,-1.935,-2.24,both
42.5,EXP3,7.424471,22.853655,10.620901,26.244126,8.981378,26.244126,672608100000000,1.784485,0.745,248.269,285732648075e4,2.15252e-6,1.73235e-7,2.22087e-6,1.73235e-7,280519518505e6,0.00158557,297927683141e5,-0.069,-1.908,0.298,-1.908,-2.206,both
43.5,EXP3,7.424593,22.922658,10.632057,26.307178,8.976714,26.307178,668016500000000,1.772303,0.745,248.269,28573766983e5,2.15256e-6,1.73084e-7,2.21812e-6,1.73084e-7,280422897508e6,0.00158503,29793821691e6,-0.075,-1.881,0.292,-1.881,-2.173,both
44.5,EXP3,7.42473,22.987969,10.642956999999999,26.366613,8.972376,26.366613,664218700000000,1.762227,0.745,248.269,285742532797e4,2.1526e-6,1.72865e-7,2.21552e-6,1.72865e-7,280326914446e6,0.00158448,297948627865e5,-0.08,-1.853,0.286,-1.853,-2.139,both
45.5,EXP3,7.424853,23.050183,10.653613,26.42302,8.96838,26.42302,660109900000000,1.751326,0.745,248.269,285747462136e4,2.15263e-6,1.72764e-7,2.21305e-6,1.72764e-7,280232697343e6,0.00158395,297958895779e5,-0.085,-1.826,0.28,-1.826,-2.106,both
46.5,EXP3,7.424958,23.110353,10.664035,26.477299,8.964709,26.477299,655568500000000,1.739277,0.745,248.269,285752840681e4,2.15267e-6,1.72808e-7,2.21071e-6,1.72808e-7,280141096522e6,0.00158343,297968984805e5,-0.09,-1.801,0.274,-1.801,-2.075,both
47.5,EXP3,7.425068,23.169646,10.674225,26.530398,8.9613,26.530398,651223100000000,1.727749,0.745,248.269,285758132355e4,2.15271e-6,1.72925e-7,2.20852e-6,1.72925e-7,280052359183e6,0.00158293,297978809204e5,-0.095,-1.776,0.269,-1.776,-2.045,both
48.5,EXP3,7.425184,23.226751,10.684193,26.581446,8.958166,26.581446,647031000000000,1.716627,0.745,248.269,285763470536e4,2.15275e-6,1.73017e-7,2.20648e-6,1.73017e-7,279965670508e6,0.00158244,297988442008e5,-0.1,-1.75,0.264,-1.75,-2.0140000000000002,both
49.5,EXP3,7.425294,23.281291,10.693947,26.63029,8.955234,26.63029,643022700000000,1.705992,0.745,248.269,285768523414e4,2.15279e-6,1.73034e-7,2.2046e-6,1.73034e-7,279880530228e6,0.00158196,297997876695e5,-0.104,-1.726,0.259,-1.726,-1.9849999999999999,both
5.5,EXP3,7.675891,22.84156,11.142148,26.412479,9.320897,26.410753,554487200000000,1.4711,0.745,248.269,285422039484e4,2.15018e-6,6.18998e-8,2.41392e-6,6.18976e-8,148272169542e6,8.38075e-4,296345265959e5,0.705,2.493,0.697,2.493,1.7959999999999998,both
50.5,EXP3,7.425407,23.333717,10.703497,26.677201,8.952537,26.677201,639248100000000,1.695978,0.745,248.269,285773300394e4,2.15283e-6,1.72984e-7,2.20289e-6,1.72984e-7,279797056002e6,0.00158149,298007105414e5,-0.109,-1.701,0.254,-1.701,-1.955,both
51.5,EXP3,7.42552,23.384482,10.712849,26.722566,8.950099,26.722566,635783800000000,1.686787,0.745,248.269,285777898862e4,2.15286e-6,1.72917e-7,2.20133e-6,1.72917e-7,279714922305e6,0.00158102,298016156857e5,-0.113,-1.677,0.25,-1.677,-1.927,both
52.5,EXP3,7.425631,23.43353,10.722009,26.76642,8.947871,26.76642,632629800000000,1.678419,0.745,248.269,285781697171e4,2.15289e-6,1.72602e-7,2.19991e-6,1.72602e-7,279633513473e6,0.00158056,298025039425e5,-0.117,-1.653,0.246,-1.653,-1.899,both
53.5,EXP3,7.425741,23.480773,10.730984,26.808711,8.945803,26.808711,629743900000000,1.670762,0.745,248.269,285785471703e4,2.15292e-6,1.7235e-7,2.19862e-6,1.7235e-7,279553537141e6,0.00158011,298033735162e5,-0.121,-1.629,0.241,-1.629,-1.87,both
54.5,EXP3,7.425842,23.526107,10.739781,26.84934,8.943887,26.84934,626871300000000,1.663141,0.745,248.269,285788776079e4,2.15294e-6,1.7199e-7,2.19744e-6,1.7199e-7,27947468411e7,0.00157967,298042269535e5,-0.125,-1.606,0.237,-1.606,-1.843,both
55.5,EXP3,7.425944,23.570057,10.748405,26.888832,8.942144,26.888832,624141100000000,1.655898,0.745,248.269,285792031821e4,2.15297e-6,1.71695e-7,2.1964e-6,1.71695e-7,27939720889e7,0.00157923,298050624988e5,-0.129,-1.584,0.234,-1.584,-1.818,both
56.5,EXP3,7.426057,23.612272,10.756863,26.926787,8.940546,26.926787,622001300000000,1.650221,0.745,248.269,285794720367e4,2.15299e-6,1.71256e-7,2.19547e-6,1.71256e-7,279320867412e6,0.0015788,298058833315e5,-0.133,-1.56,0.23,-1.56,-1.79,both
57.5,EXP3,7.426149,23.65295,10.765161,26.963478,8.939098,26.963478,619409100000000,1.643344,0.745,248.269,285797621333e4,2.15301e-6,1.70942e-7,2.19465e-6,1.70942e-7,279244981793e6,0.00157837,298066922104e5,-0.137,-1.54,0.227,-1.54,-1.7670000000000001,both
58.5,EXP3,7.426261,23.692314,10.773303,26.999016,8.937801,26.999016,617596900000000,1.638535,0.745,248.269,285799836734e4,2.15303e-6,1.70395e-7,2.19395e-6,1.70395e-7,279170010548e6,0.00157794,298074890485e5,-0.141,-1.517,0.223,-1.517,-1.74,both
59.5,EXP3,7.426359,23.730396,10.781295,27.033452,8.936608,27.033452,615525200000000,1.633039,0.745,248.269,285802559661e4,2.15305e-6,1.70089e-7,2.19334e-6,1.70089e-7,279096163934e6,0.00157753,298082736349e5,-0.144,-1.495,0.22,-1.495,-1.715,both
6.5,EXP3,7.675874,22.842956,11.142211,26.412981,9.3209,26.411835,554327300000000,1.470676,0.745,248.269,285422554396e4,2.15018e-6,6.18429e-8,2.41395e-6,6.18414e-8,14835836103e7,8.38562e-4,29633606922e6,0.706,2.494,0.698,2.494,1.7960000000000003,both
60.5,EXP3,7.426454,23.767058,10.789141,27.066638,8.935535,27.066638,613541900000000,1.627777,0.745,248.269,285804988744e4,2.15307e-6,1.6964e-7,2.19282e-6,1.6964e-7,279022882031e6,0.00157711,29809048369e6,-0.148,-1.475,0.217,-1.475,-1.6920000000000002,both
61.5,EXP3,7.426559,23.802242,10.796848,27.098514,8.934562,27.098514,611938500000000,1.623523,0.745,248.269,285806958617e4,2.15308e-6,1.69214e-7,2.19239e-6,1.69214e-7,278950537308e6,0.0015767,298098108895e5,-0.151,-1.453,0.214,-1.453,-1.667,both
62.5,EXP3,7.426669,23.835958,10.804421,27.129105,8.933672,27.129105,610672500000000,1.620164,0.745,248.269,285808398588e4,2.15309e-6,1.68701e-7,2.19203e-6,1.68701e-7,278878045005e6,0.00157629,298105680284e5,-0.154,-1.432,0.211,-1.432,-1.643,both
63.5,EXP3,7.426764,23.868439,10.811865,27.158588,8.932862,27.158588,609068600000000,1.615909,0.745,248.269,285810433802e4,2.15311e-6,1.68417e-7,2.19173e-6,1.68417e-7,27880626406e7,0.00157589,298113180786e5,-0.158,-1.412,0.209,-1.412,-1.621,both
64.5,EXP3,7.426873,23.899772,10.819184,27.187075,8.932126,27.187075,607913100000000,1.612844,0.745,248.269,28581180044e5,2.15312e-6,1.67845e-7,2.1915e-6,1.67845e-7,278734364974e6,0.00157548,298120654457e5,-0.161,-1.391,0.206,-1.391,-1.597,both
65.5,EXP3,7.426966,23.929841,10.826384,27.214395,8.931467,27.214395,606477900000000,1.609036,0.745,248.269,285813550732e4,2.15313e-6,1.67479e-7,2.19133e-6,1.67479e-7,278663117198e6,0.00157508,298128081217e5,-0.164,-1.372,0.203,-1.372,-1.5750000000000002,both
66.5,EXP3,7.427075,23.958918,10.833468,27.240845,8.930883,27.240845,605468600000000,1.606358,0.745,248.269,28581495421e5,2.15314e-6,1.66992e-7,2.19122e-6,1.66992e-7,278592085515e6,0.00157468,298135456763e5,-0.167,-1.352,0.201,-1.352,-1.5530000000000002,both
67.5,EXP3,7.427171,23.986848,10.84044,27.266224,8.930359,27.266224,604354700000000,1.603403,0.745,248.269,285816100749e4,2.15315e-6,1.66547e-7,2.19115e-6,1.66547e-7,278521349338e6,0.00157428,298142788539e5,-0.17,-1.332,0.198,-1.332,-1.53,both
68.5,EXP3,7.427279,24.013439,10.847306,27.29041,8.929893,27.29041,603469800000000,1.601055,0.745,248.269,285816820538e4,2.15316e-6,1.65991e-7,2.19113e-6,1.65991e-7,278450526704e6,0.00157388,298150098227e5,-0.173,-1.313,0.196,-1.313,-1.509,both
69.5,EXP3,7.427381,24.039325,10.854069,27.313955,8.929467,27.313955,602598200000000,1.598743,0.745,248.269,285818067711e4,2.15317e-6,1.65628e-7,2.19114e-6,1.65628e-7,278379868738e6,0.00157348,298157385801e5,-0.176,-1.294,0.194,-1.294,-1.488,both
